delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
4171.0,dhl,furniture,truck,express,east,rainy,29.1,16.56,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000002,yes,delayed,3,245.18
4174.0,dhl,cosmetics,ev van,same day,east,cold,297.1,1.83,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,1592.99
4175.0,dhl,clothing,ev bike,express,north,cold,34.2,24.67,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,4,295.01
4176.0,dhl,documents,bike,same day,south,foggy,193.7,44.05,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,1200.65
4182.0,dhl,automobile parts,ev bike,same day,east,hot,244.8,2.74,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1332.22
4191.0,dhl,electronics,bike,express,north,clear,275.7,30.83,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,yes,delayed,2,1520.99
4192.0,dhl,pharmacy,ev van,standard,central,stormy,265.6,12.83,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,4,1366.49
4203.0,dhl,automobile parts,scooter,express,south,clear,28.9,20.18,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,5,255.04
4213.0,dhl,fragile items,bike,same day,central,clear,274.8,39.03,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1591.09
4218.0,dhl,cosmetics,ev van,express,north,stormy,17.3,31.44,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,delayed,3,230.82
4229.0,dhl,groceries,ev bike,express,south,stormy,191.0,27.36,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000005,yes,delayed,3,1087.08
4241.0,dhl,clothing,scooter,same day,east,hot,229.1,32.0,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,1341.5
4245.0,dhl,electronics,ev van,two day,central,cold,245.8,45.83,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,1366.49
4250.0,dhl,automobile parts,scooter,two day,south,foggy,153.4,13.18,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,806.54
4251.0,dhl,clothing,bike,standard,east,clear,81.5,14.48,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,3,450.94
4252.0,dhl,clothing,van,same day,east,foggy,141.4,0.67,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,failed,2,808.38
4254.0,dhl,cosmetics,ev bike,express,north,rainy,49.4,5.64,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,failed,2,313.92
4255.0,dhl,fragile items,ev van,two day,south,cold,5.5,16.21,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,95.6674
4267.0,dhl,cosmetics,van,express,east,hot,77.5,45.65,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,no,delivered,5,574.45
4284.0,dhl,cosmetics,bike,standard,west,clear,159.7,3.5,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,809.0
4313.0,dhl,fragile items,ev bike,express,north,rainy,289.8,38.76,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,3,1615.28
4318.0,dhl,groceries,ev van,two day,east,hot,3.7,1.93,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,5,95.6674
4326.0,dhl,fragile items,bike,express,central,hot,204.7,37.65,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,no,delivered,5,1186.45
4328.0,dhl,furniture,ev bike,standard,west,stormy,38.5,10.91,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,225.23
4336.0,dhl,fragile items,ev van,standard,west,cold,208.7,48.11,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,1187.83
4342.0,dhl,furniture,ev bike,express,east,clear,282.1,48.85,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000007,yes,delayed,3,1607.05
4345.0,dhl,groceries,scooter,express,east,hot,99.1,14.68,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,589.54
4350.0,dhl,automobile parts,bike,two day,central,foggy,164.9,18.57,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,880.21
4354.0,dhl,pharmacy,bike,express,east,hot,188.0,32.93,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000005,no,delivered,4,1088.79
4383.0,dhl,furniture,ev van,express,north,clear,230.2,46.55,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,delayed,3,1340.65
4385.0,dhl,cosmetics,ev bike,standard,west,clear,54.3,30.46,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,362.88
4389.0,dhl,fragile items,truck,same day,south,cold,196.5,36.34,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,1191.52
4401.0,dhl,cosmetics,bike,express,south,rainy,179.5,6.44,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,yes,delayed,2,966.82
4403.0,dhl,clothing,truck,express,central,cold,19.6,44.41,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,4,281.23
4413.0,dhl,fragile items,ev van,two day,central,rainy,98.0,28.56,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,575.68
4416.0,dhl,groceries,van,standard,west,stormy,116.4,3.66,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,592.98
4439.0,dhl,cosmetics,bike,standard,central,cold,165.9,0.88,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,832.14
4442.0,dhl,fragile items,bike,same day,south,stormy,105.9,4.83,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,643.99
4446.0,dhl,cosmetics,truck,standard,east,foggy,72.7,16.08,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,411.74
4462.0,dhl,cosmetics,bike,two day,south,hot,5.6,12.69,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,95.6674
4471.0,dhl,documents,bike,standard,east,cold,210.4,12.12,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,3,1088.36
4478.0,dhl,groceries,truck,same day,west,stormy,90.6,12.01,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,589.03
4486.0,dhl,cosmetics,van,express,west,cold,64.7,20.31,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,failed,2,434.43
4490.0,dhl,automobile parts,scooter,standard,north,clear,160.5,39.91,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,922.23
4498.0,dhl,automobile parts,bike,two day,west,hot,79.4,9.54,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,425.62
4500.0,dhl,automobile parts,ev bike,two day,central,rainy,112.2,36.88,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,671.64
4506.0,dhl,groceries,truck,express,west,hot,47.3,13.34,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,no,delivered,4,326.52
4517.0,dhl,pharmacy,ev bike,same day,north,cold,268.5,5.21,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1458.13
4520.0,dhl,groceries,ev van,standard,south,foggy,129.6,14.08,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,690.24
4529.0,dhl,cosmetics,scooter,standard,central,stormy,88.3,6.44,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,460.82
4562.0,dhl,pharmacy,scooter,two day,central,rainy,189.5,32.85,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,1046.05
4566.0,dhl,pharmacy,van,two day,south,hot,290.9,11.73,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,1489.69
4610.0,dhl,pharmacy,bike,same day,north,rainy,263.8,32.75,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,2,1517.25
4616.0,dhl,electronics,bike,two day,south,rainy,163.5,34.77,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,3,921.81
4625.0,dhl,pharmacy,van,same day,west,stormy,27.6,45.0,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,3,373.0
4626.0,dhl,fragile items,ev van,two day,north,clear,282.3,48.32,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,1556.46
4630.0,dhl,electronics,ev van,express,south,cold,271.9,28.73,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000007,no,delivered,4,1495.69
4646.0,dhl,groceries,ev bike,standard,west,rainy,291.7,37.12,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,1569.86
4651.0,dhl,groceries,ev bike,two day,south,cold,52.3,36.96,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,5,372.38
4659.0,dhl,electronics,ev van,standard,central,cold,289.7,24.07,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,1520.71
4664.0,dhl,pharmacy,truck,express,south,hot,164.0,14.75,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,2,914.25
4670.0,dhl,automobile parts,ev van,two day,central,cold,63.2,23.39,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,5,386.17
4676.0,dhl,documents,truck,standard,east,rainy,6.9,40.42,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,5,155.76
4710.0,dhl,fragile items,ev bike,two day,south,cold,67.1,24.38,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,3,408.64
4719.0,dhl,pharmacy,scooter,standard,east,stormy,270.5,29.7,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,1441.6
4736.0,dhl,electronics,ev van,express,south,rainy,55.5,20.76,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000003,yes,delayed,3,389.78
4738.0,dhl,furniture,truck,express,south,cold,85.6,32.7,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,yes,delayed,2,576.1
4739.0,dhl,documents,ev bike,same day,west,clear,95.2,7.03,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,597.09
4743.0,dhl,pharmacy,scooter,two day,central,foggy,118.5,41.86,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,3,718.08
4750.0,dhl,groceries,ev van,standard,south,hot,226.5,39.45,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,1250.85
4765.0,dhl,pharmacy,van,express,east,stormy,60.8,49.11,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000003,yes,delayed,3,501.33
4777.0,dhl,furniture,scooter,two day,east,foggy,147.6,3.79,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,749.37
4783.0,dhl,furniture,bike,two day,west,foggy,164.1,34.84,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,925.02
4786.0,dhl,clothing,bike,standard,central,cold,267.1,39.85,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,1455.05
4795.0,dhl,electronics,ev bike,same day,central,hot,297.1,8.16,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1617.48
4799.0,dhl,documents,ev bike,two day,west,hot,195.0,28.92,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,1061.76
4809.0,dhl,automobile parts,van,standard,west,clear,60.6,37.25,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,414.75
4826.0,dhl,pharmacy,ev van,express,east,hot,25.7,38.1,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,5,292.8
4831.0,dhl,automobile parts,ev van,two day,north,hot,254.8,45.44,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,1410.32
4833.0,dhl,cosmetics,ev van,same day,east,cold,79.7,36.7,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,608.6
4877.0,dhl,cosmetics,bike,same day,east,stormy,131.0,45.38,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,2,891.14
4878.0,dhl,fragile items,truck,standard,south,foggy,103.3,18.26,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,571.28
4881.0,dhl,electronics,van,same day,central,foggy,261.0,21.29,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,2,1468.87
4889.0,dhl,documents,van,two day,east,hot,279.5,28.98,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,4,1484.44
4896.0,dhl,furniture,scooter,same day,east,stormy,4.2,18.49,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,176.47
4901.0,dhl,clothing,ev van,standard,south,clear,98.3,40.61,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,613.33
4927.0,dhl,furniture,scooter,same day,west,clear,46.1,35.61,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,437.33
4935.0,dhl,clothing,truck,two day,central,hot,240.3,30.4,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,1292.7
4940.0,dhl,automobile parts,truck,express,west,clear,217.1,8.53,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,delayed,3,1161.09
4947.0,dhl,fragile items,van,express,west,clear,205.7,46.21,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,failed,1,1217.13
4950.0,dhl,electronics,van,two day,west,cold,71.3,4.45,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,369.85
4955.0,dhl,cosmetics,scooter,same day,north,clear,207.2,22.45,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1203.35
4958.0,dhl,automobile parts,bike,two day,west,foggy,54.5,7.79,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,295.87
4961.0,dhl,documents,ev bike,express,south,clear,116.4,16.51,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000004,no,delivered,3,681.53
4968.0,dhl,pharmacy,bike,same day,north,stormy,292.4,23.87,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000008,yes,delayed,3,1632.7206
4972.0,dhl,fragile items,ev van,two day,east,hot,28.2,8.01,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,5,165.03
4984.0,dhl,clothing,scooter,express,central,clear,208.1,8.85,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,1117.05
5024.0,dhl,documents,truck,same day,north,hot,208.6,18.25,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,1197.75
5033.0,dhl,fragile items,van,express,north,foggy,68.4,26.31,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,delayed,3,470.93
5041.0,dhl,automobile parts,ev van,same day,east,clear,63.3,45.46,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,552.88
5043.0,dhl,electronics,scooter,standard,north,hot,127.6,36.13,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,746.39
5046.0,dhl,cosmetics,bike,express,west,cold,266.1,20.47,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000007,yes,delayed,3,1441.91
5051.0,dhl,groceries,ev van,express,west,rainy,3.6,37.89,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,delayed,3,180.67
5076.0,dhl,electronics,truck,express,west,foggy,104.6,5.49,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,failed,1,589.47
5084.0,dhl,fragile items,scooter,express,south,clear,8.2,1.34,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,no,delivered,5,95.6674
5086.0,dhl,electronics,truck,express,north,stormy,69.8,4.56,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,delayed,2,412.68
5092.0,dhl,automobile parts,ev van,standard,central,rainy,30.2,3.36,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,161.08
5095.0,dhl,cosmetics,truck,standard,west,rainy,194.1,7.96,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,994.38
5132.0,dhl,pharmacy,truck,express,west,rainy,67.5,15.26,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000003,yes,delayed,2,433.28
5141.0,dhl,pharmacy,van,two day,west,stormy,272.7,44.29,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,5,1496.37
5149.0,dhl,clothing,ev bike,express,north,foggy,144.9,43.87,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,3,906.11
5161.0,dhl,fragile items,bike,express,east,rainy,233.7,21.48,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000006,yes,failed,1,1282.94
5165.0,dhl,automobile parts,ev van,standard,north,cold,161.4,38.89,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,923.67
5169.0,dhl,pharmacy,ev van,express,north,clear,43.7,30.16,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,no,delivered,5,358.98
5174.0,dhl,clothing,bike,two day,south,rainy,22.7,4.98,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,128.44
5180.0,dhl,furniture,scooter,express,west,cold,266.9,48.05,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,5,1528.65
5195.0,dhl,automobile parts,ev van,two day,south,stormy,169.3,3.57,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,4,857.21
5196.0,dhl,pharmacy,ev van,express,central,stormy,223.7,4.82,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,3,1182.96
5201.0,dhl,clothing,truck,two day,south,hot,107.4,26.38,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,616.14
5202.0,dhl,pharmacy,scooter,two day,east,stormy,191.2,42.08,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,3,1082.24
5220.0,dhl,fragile items,bike,same day,north,cold,51.3,1.77,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,361.81
5235.0,dhl,cosmetics,scooter,standard,west,foggy,297.1,5.67,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,5,1510.51
5241.0,dhl,documents,ev van,two day,south,hot,262.1,33.96,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,1412.38
5245.0,dhl,clothing,ev van,express,east,cold,39.5,12.27,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,delayed,3,284.31
5252.0,dhl,pharmacy,ev bike,two day,south,stormy,82.6,4.26,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,425.78
5255.0,dhl,cosmetics,truck,two day,east,hot,280.8,12.39,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,5,1441.17
5256.0,dhl,clothing,ev bike,two day,west,cold,104.5,4.35,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,535.55
5272.0,dhl,pharmacy,ev van,standard,east,foggy,91.5,0.67,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,459.39
5279.0,dhl,groceries,ev van,standard,west,stormy,178.5,30.39,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,983.67
5293.0,dhl,clothing,scooter,standard,south,cold,223.8,39.14,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,1236.42
5304.0,dhl,automobile parts,ev van,same day,north,stormy,264.5,23.28,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000008,yes,delayed,3,1492.34
5307.0,dhl,automobile parts,scooter,two day,central,clear,277.6,12.91,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,1426.73
5314.0,dhl,documents,van,express,east,stormy,210.7,47.46,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,delayed,3,1245.88
5315.0,dhl,automobile parts,scooter,same day,north,cold,248.6,4.17,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,1355.51
5324.0,dhl,documents,scooter,two day,central,rainy,200.9,41.12,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,4,1127.86
5326.0,dhl,cosmetics,ev van,express,east,cold,158.3,33.79,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,yes,delayed,3,942.87
5333.0,dhl,documents,ev bike,two day,north,rainy,288.9,27.2,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000016,no,delivered,5,1526.1
5339.0,dhl,documents,truck,same day,central,foggy,297.1,29.38,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,3,1632.7206
5346.0,dhl,groceries,van,express,north,rainy,135.3,14.09,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000004,yes,delayed,2,768.77
5360.0,dhl,documents,scooter,two day,west,foggy,181.7,8.58,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,934.24
5373.0,dhl,groceries,truck,same day,west,clear,276.1,18.41,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1535.73
5383.0,dhl,documents,ev bike,same day,central,cold,134.2,5.12,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,786.36
5384.0,dhl,documents,ev van,same day,central,clear,216.9,42.4,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,1311.7
5398.0,dhl,clothing,ev van,standard,west,clear,47.0,40.66,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,356.98
5406.0,dhl,pharmacy,truck,standard,west,hot,281.7,23.35,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,1478.55
5417.0,dhl,furniture,truck,standard,south,clear,297.1,12.38,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,1528.64
5437.0,dhl,furniture,ev bike,two day,central,rainy,128.3,4.32,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,654.46
5439.0,dhl,pharmacy,ev bike,express,south,rainy,91.3,29.78,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,delayed,2,595.84
5446.0,dhl,cosmetics,bike,two day,north,foggy,161.5,2.66,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,815.48
5448.0,dhl,furniture,bike,express,west,foggy,21.5,28.86,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,failed,1,244.08
5449.0,dhl,groceries,ev van,same day,west,stormy,108.0,26.79,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,2,720.37
5458.0,dhl,clothing,ev bike,same day,south,cold,10.0,44.29,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,3,282.87
5468.0,dhl,furniture,scooter,express,west,hot,138.3,26.06,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,no,delivered,3,819.68
5490.0,dhl,automobile parts,ev van,express,north,clear,224.9,18.86,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,2,1231.08
5511.0,dhl,clothing,scooter,standard,east,hot,36.4,13.57,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,5,222.71
5521.0,dhl,documents,ev van,standard,south,cold,235.0,34.4,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,1278.2
5552.0,dhl,fragile items,ev van,two day,east,foggy,100.7,41.42,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,627.76
5568.0,dhl,fragile items,truck,express,east,cold,232.7,17.58,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,delivered,4,1266.24
5580.0,dhl,groceries,truck,express,west,hot,78.2,1.5,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,5,445.5
5596.0,dhl,clothing,bike,standard,central,cold,296.4,4.71,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,1496.13
5601.0,dhl,groceries,bike,same day,central,cold,158.5,24.35,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,965.55
5627.0,dhl,groceries,truck,two day,south,rainy,159.0,29.84,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,884.52
5629.0,dhl,documents,ev bike,express,east,clear,240.7,37.59,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000006,no,delivered,5,1366.27
5638.0,dhl,furniture,van,two day,central,rainy,234.6,34.44,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,1276.32
5671.0,dhl,automobile parts,van,same day,central,foggy,227.3,22.36,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,1303.58
5678.0,dhl,automobile parts,van,two day,east,clear,159.9,22.88,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,868.14
5683.0,dhl,electronics,bike,two day,east,foggy,276.7,13.84,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,3,1425.02
5684.0,dhl,automobile parts,ev bike,express,central,clear,183.3,2.95,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000005,no,delivered,5,975.35
5686.0,dhl,furniture,truck,standard,north,cold,292.2,15.66,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,1507.98
5691.0,dhl,furniture,van,two day,south,foggy,291.2,11.08,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,1489.24
5700.0,dhl,documents,ev bike,two day,central,rainy,146.3,43.88,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,863.14
5702.0,dhl,clothing,scooter,same day,south,foggy,151.0,9.63,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,883.89
5704.0,dhl,pharmacy,ev van,express,south,clear,204.8,49.04,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,yes,delayed,2,1221.12
